,id,keywords
2652,18320,"[{'id': 4833, 'name': 'royal family'}, {'id': 5565, 'name': 'biography'}, {'id': 9920, 'name': 'royalty'}, {'id': 15060, 'name': 'period drama'}, {'id': 207928, 'name': '19th century'}, {'id': 220649, 'name': 'british monarchy'}]"
2653,12717,"[{'id': 1649, 'name': 'provence'}, {'id': 5565, 'name': 'biography'}, {'id': 191249, 'name': 'marcel pagnol'}]"
2654,11044,"[{'id': 334, 'name': 'flying'}, {'id': 1859, 'name': 'arizona'}, {'id': 1874, 'name': 'car dealer'}, {'id': 2355, 'name': 'american dream'}, {'id': 2796, 'name': 'self-discovery'}]"
2655,10886,"[{'id': 131, 'name': 'italy'}, {'id': 549, 'name': 'prostitute'}, {'id': 1490, 'name': 'cleaning lady'}, {'id': 1660, 'name': 'suppressed past'}]"
2656,459,"[{'id': 110, 'name': 'venice, italy'}, {'id': 394, 'name': 'gypsy'}, {'id': 725, 'name': 'lovesickness'}, {'id': 894, 'name': 'depression'}, {'id': 1157, 'name': 'husband wife relationship'}, {'id': 1244, 'name': 'hungary'}, {'id': 1628, 'name': 'nationalism'}, {'id': 2156, 'name': 'homeland'}, {'id': 2279, 'name': 'bavaria, germany'}, {'id': 2280, 'name': 'emperor'}, {'id': 2374, 'name': 'bad mother-in-law'}, {'id': 2704, 'name': 'cough'}, {'id': 2705, 'name': 'madeira'}, {'id': 2706, 'name': 'milan'}, {'id': 2707, 'name': 'korfu'}, {'id': 2711, 'name': 'marcus square'}, {'id': 5565, 'name': 'biography'}, {'id': 6165, 'name': 'historical figure'}, {'id': 10490, 'name': 'empress'}, {'id': 15060, 'name': 'period drama'}, {'id': 191344, 'name': 'habsburger'}, {'id': 301503, 'name': 'empress elisabeth of austria'}]"
2657,618355,"[{'id': 6513, 'name': 'cartoon'}]"
2658,257211,"[{'id': 242, 'name': 'new york city'}, {'id': 1438, 'name': 'office'}, {'id': 6054, 'name': 'friendship'}, {'id': 6614, 'name': 'website'}, {'id': 41523, 'name': 'brooklyn, new york city'}, {'id': 174420, 'name': 'intern'}, {'id': 187056, 'name': 'woman director'}, {'id': 206671, 'name': 'city life'}]"
2659,10528,"[{'id': 212, 'name': 'london, england'}, {'id': 703, 'name': 'detective'}, {'id': 770, 'name': 'scotland yard'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1909, 'name': 'coffin'}, {'id': 4252, 'name': 'black magic'}, {'id': 5638, 'name': 'arrest'}, {'id': 9104, 'name': 'partner'}, {'id': 9826, 'name': 'murder'}, {'id': 10028, 'name': 'steampunk'}, {'id': 10714, 'name': 'serial killer'}, {'id': 11855, 'name': 'pentagram'}, {'id': 12570, 'name': 'whodunit'}, {'id': 15214, 'name': 'buddy'}, {'id': 33514, 'name': 'clue'}, {'id': 194998, 'name': 'curious'}, {'id': 198343, 'name': 'observation'}, {'id': 207928, 'name': '19th century'}, {'id': 215430, 'name': 'sherlock'}, {'id': 252596, 'name': 'victorian era'}, {'id': 273879, 'name': 'sherlock holmes'}, {'id': 310542, 'name': 'sherlock films'}, {'id': 312708, 'name': 'adventure'}, {'id': 312923, 'name': 'london'}, {'id': 315287, 'name': 'crime'}, {'id': 316332, 'name': 'mystery'}, {'id': 317772, 'name': 'action'}, {'id': 318018, 'name': 'movie'}, {'id': 319325, 'name': 'film'}]"
2660,613504,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 9673, 'name': 'love'}, {'id': 10791, 'name': 'teenage crush'}]"
2661,13283,"[{'id': 4344, 'name': 'musical'}, {'id': 10542, 'name': 'based on toy'}, {'id': 193083, 'name': 'shipwrecked'}]"
2662,6978,"[{'id': 582, 'name': 'san francisco, california'}, {'id': 779, 'name': 'martial arts'}, {'id': 780, 'name': 'kung fu'}, {'id': 1788, 'name': 'chinatown'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2035, 'name': 'mythology'}, {'id': 2343, 'name': 'magic'}, {'id': 3070, 'name': 'mercenary'}, {'id': 34117, 'name': 'cult film'}, {'id': 155497, 'name': 'truck driver'}, {'id': 175428, 'name': 'adventurer'}, {'id': 208289, 'name': '1980s'}]"
2663,623,"[{'id': 642, 'name': 'robbery'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1332, 'name': 'cheating'}, {'id': 1786, 'name': 'heart attack'}, {'id': 10051, 'name': 'heist'}, {'id': 10909, 'name': 'lawyer'}, {'id': 18107, 'name': 'silencer'}, {'id': 33519, 'name': 'courtroom'}, {'id': 34061, 'name': 'american abroad'}, {'id': 34117, 'name': 'cult film'}, {'id': 156456, 'name': 'animal abuse'}, {'id': 159793, 'name': 'stuttering'}, {'id': 159802, 'name': 'yelling'}, {'id': 159803, 'name': 'killing a dog'}, {'id': 159806, 'name': 'cutical scissors'}, {'id': 159809, 'name': 'run over by a steamroller'}, {'id': 159812, 'name': 'gag'}, {'id': 159815, 'name': 'excuse'}, {'id': 159817, 'name': 'barrel'}, {'id': 159818, 'name': 'zoophilia'}, {'id': 160362, 'name': 'screwball'}, {'id': 166466, 'name': 'heathrow airport'}, {'id': 205598, 'name': 'stolen jewelry'}]"
2664,170,"[{'id': 212, 'name': 'london, england'}, {'id': 444, 'name': 'taxi'}, {'id': 1375, 'name': 'submachine gun'}, {'id': 1420, 'name': 'gas station'}, {'id': 5600, 'name': 'daughter'}, {'id': 10124, 'name': 'laboratory'}, {'id': 11612, 'name': 'hospital'}, {'id': 12377, 'name': 'zombie'}, {'id': 14707, 'name': 'brutality'}, {'id': 14765, 'name': 'church'}, {'id': 14837, 'name': 'rage'}, {'id': 17995, 'name': 'epidemic'}, {'id': 34117, 'name': 'cult film'}, {'id': 162365, 'name': 'military'}, {'id': 188957, 'name': 'virus'}, {'id': 208418, 'name': 'waking from coma'}, {'id': 238332, 'name': 'animal research'}]"
2665,138,"[{'id': 272, 'name': 'transylvania'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1299, 'name': 'monster'}, {'id': 3098, 'name': 'castle'}, {'id': 3133, 'name': 'vampire'}, {'id': 3986, 'name': 'spider'}, {'id': 5155, 'name': 'bat'}, {'id': 6932, 'name': 'count'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 10327, 'name': 'undead'}, {'id': 10482, 'name': 'sanitarium'}, {'id': 12999, 'name': 'black and white'}, {'id': 156764, 'name': 'pre-code'}, {'id': 158142, 'name': 'real estate agent'}, {'id': 193227, 'name': 'lunatic'}, {'id': 261274, 'name': 'dracula'}]"
2666,320736,[]
2667,298115,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 12380, 'name': 'tournament'}, {'id': 12554, 'name': 'dragon'}, {'id': 240119, 'name': 'father son relationship'}, {'id': 263548, 'name': 'short film'}]"
2668,29005,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 1411, 'name': 'brothel'}, {'id': 10794, 'name': 'snow'}, {'id': 155841, 'name': 'gambler'}, {'id': 156018, 'name': 'mining town'}, {'id': 164724, 'name': 'washington state'}, {'id': 185361, 'name': 'brothel madam'}, {'id': 217875, 'name': 'opium den'}, {'id': 236170, 'name': 'early 1900s'}]"
2669,6479,"[{'id': 83, 'name': 'saving the world'}, {'id': 242, 'name': 'new york city'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 4190, 'name': 'lost civilisation'}, {'id': 4458, 'name': 'post-apocalyptic future'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4884, 'name': 'infection'}, {'id': 5144, 'name': 'matter of life and death'}, {'id': 6511, 'name': 'alone'}, {'id': 6997, 'name': 'helplessness'}, {'id': 9957, 'name': 'loneliness'}, {'id': 12377, 'name': 'zombie'}, {'id': 188957, 'name': 'virus'}, {'id': 188973, 'name': 'pandemic'}, {'id': 208152, 'name': 'pets'}]"
2670,399366,"[{'id': 295, 'name': 'library'}, {'id': 380, 'name': 'sibling relationship'}, {'id': 966, 'name': 'beach'}, {'id': 8303, 'name': 'abandoned house'}, {'id': 9826, 'name': 'murder'}, {'id': 9856, 'name': 'flashback'}, {'id': 9897, 'name': 'rifle'}, {'id': 41329, 'name': 'mental illness'}, {'id': 155619, 'name': 'attic'}, {'id': 200557, 'name': 'morse code'}, {'id': 208992, 'name': '1960s'}, {'id': 236343, 'name': 'orphan siblings'}, {'id': 245957, 'name': 'fear of mirrors'}]"
2671,360737,"[{'id': 10683, 'name': 'coming of age'}, {'id': 158718, 'name': 'lgbt'}, {'id': 258533, 'name': 'gay theme'}]"
2672,336845,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 9672, 'name': 'based on true story'}, {'id': 33722, 'name': 'true crime'}, {'id': 187056, 'name': 'woman director'}]"
2673,35265,"[{'id': 9673, 'name': 'love'}, {'id': 9719, 'name': 'taxidermy'}, {'id': 207268, 'name': 'neo-noir'}]"
2674,14306,"[{'id': 736, 'name': 'journalist'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 8841, 'name': 'puppy'}, {'id': 9673, 'name': 'love'}, {'id': 15162, 'name': 'dog'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 208152, 'name': 'pets'}, {'id': 209064, 'name': 'columnist'}, {'id': 230873, 'name': 'animal lead'}, {'id': 241366, 'name': 'pet ownership'}]"
2675,14047,"[{'id': 5565, 'name': 'biography'}]"
2676,11490,"[{'id': 970, 'name': 'parent child relationship'}, {'id': 1009, 'name': 'baby'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 5808, 'name': 'pregnant minor'}]"
2677,594530,"[{'id': 6513, 'name': 'cartoon'}, {'id': 187065, 'name': 'toy comes to life'}, {'id': 263548, 'name': 'short film'}]"
2678,16436,"[{'id': 1223, 'name': 'switzerland'}, {'id': 2279, 'name': 'bavaria, germany'}, {'id': 2763, 'name': 'human vs nature'}, {'id': 3061, 'name': 'national socialism'}, {'id': 8624, 'name': 'climbing'}, {'id': 159212, 'name': 'mountain climbing'}, {'id': 160175, 'name': 'alps mountains'}, {'id': 160177, 'name': 'mountaineering'}]"
2679,9576,"[{'id': 242, 'name': 'new york city'}, {'id': 1326, 'name': 'infidelity'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 12090, 'name': 'cross dressing'}, {'id': 33705, 'name': 'agent'}, {'id': 160410, 'name': 'reputation'}, {'id': 160413, 'name': 'unemployed actor'}, {'id': 160420, 'name': 'serenade'}, {'id': 160423, 'name': 'apology'}, {'id': 160424, 'name': 'live television'}]"
2680,5176,"[{'id': 970, 'name': 'parent child relationship'}, {'id': 1582, 'name': 'saloon'}, {'id': 1701, 'name': 'hero'}, {'id': 1859, 'name': 'arizona'}, {'id': 2019, 'name': 'liberation of prisoners'}, {'id': 3543, 'name': 'transport of prisoners'}, {'id': 3593, 'name': 'wilderness'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4776, 'name': 'race against time'}, {'id': 5339, 'name': 'railway car'}, {'id': 5692, 'name': 'stetson'}, {'id': 9823, 'name': 'rivalry'}, {'id': 10726, 'name': 'gang'}, {'id': 12371, 'name': 'gunfight'}, {'id': 18035, 'name': 'family'}, {'id': 193305, 'name': 'dishonesty'}, {'id': 193552, 'name': 'heroic mission'}, {'id': 206686, 'name': 'righting the wronged'}, {'id': 206690, 'name': 'mind and soul'}]"
2681,1621,"[{'id': 276, 'name': 'philadelphia, pennsylvania'}, {'id': 549, 'name': 'prostitute'}, {'id': 1307, 'name': 'butler'}, {'id': 1441, 'name': 'christmas party'}, {'id': 5626, 'name': 'rags to riches'}, {'id': 5628, 'name': 'broker'}, {'id': 5642, 'name': 'beggar'}, {'id': 10631, 'name': 'stockbroker'}, {'id': 11411, 'name': 'wager'}, {'id': 11860, 'name': 'fish out of water'}, {'id': 33626, 'name': 'millionaire'}, {'id': 160478, 'name': 'commodities'}, {'id': 160483, 'name': 'investor'}, {'id': 160486, 'name': 'big shot'}, {'id': 160488, 'name': 'hoodlum'}, {'id': 160497, 'name': 'wrongful arrest'}, {'id': 182625, 'name': 'rich snob'}, {'id': 195416, 'name': 'gorilla costume'}, {'id': 207317, 'name': 'christmas'}, {'id': 211295, 'name': 'riches to rags'}, {'id': 256783, 'name': 'santa claus costume'}]"
2682,3084,"[{'id': 380, 'name': 'sibling relationship'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 931, 'name': 'jealousy'}, {'id': 1291, 'name': 'central and south america'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 5626, 'name': 'rags to riches'}, {'id': 9180, 'name': 'yorkshire'}, {'id': 9823, 'name': 'rivalry'}, {'id': 17982, 'name': 'moor (terrain)'}, {'id': 207928, 'name': '19th century'}]"
2683,826769,"[{'id': 128, 'name': 'love triangle'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 164698, 'name': 'boyfriend girlfriend relationship'}, {'id': 164829, 'name': 'cousin cousin relationship'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 192391, 'name': 'spinster'}, {'id': 193614, 'name': 'verona italy'}, {'id': 203322, 'name': 'dramedy'}]"
2684,736732,"[{'id': 1009, 'name': 'baby'}, {'id': 2393, 'name': 'adoption'}, {'id': 5340, 'name': 'investigation'}, {'id': 5628, 'name': 'broker'}, {'id': 7312, 'name': 'road trip'}, {'id': 10235, 'name': 'family relationships'}, {'id': 167043, 'name': 'road movie'}, {'id': 223172, 'name': 'abandoned baby'}, {'id': 232649, 'name': 'busan, south korea'}, {'id': 270198, 'name': 'baby box'}]"
2685,366924,"[{'id': 6513, 'name': 'cartoon'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 33637, 'name': 'super power'}, {'id': 253375, 'name': 'dc animated movie universe'}]"
2686,28966,"[{'id': 90, 'name': 'paris, france'}, {'id': 128, 'name': 'love triangle'}, {'id': 2504, 'name': 'world war i'}, {'id': 6054, 'name': 'friendship'}, {'id': 10141, 'name': 'battlefield'}, {'id': 10199, 'name': 'gay interest'}, {'id': 10237, 'name': 'aerial combat'}, {'id': 10399, 'name': 'dogfight'}, {'id': 12999, 'name': 'black and white'}, {'id': 33638, 'name': 'warfare'}, {'id': 154802, 'name': 'silent film'}, {'id': 185454, 'name': 'us military'}, {'id': 210184, 'name': '1910s'}, {'id': 234078, 'name': 'fighter pilots'}]"
2687,23168,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 975, 'name': 'money laundering'}, {'id': 1546, 'name': 'ambulance'}, {'id': 1680, 'name': 'boston, massachusetts'}, {'id': 1700, 'name': 'massachusetts'}, {'id': 1929, 'name': 'bank manager'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2778, 'name': 'florist'}, {'id': 2779, 'name': 'flower shop'}, {'id': 3607, 'name': 'hold-up robbery'}, {'id': 8054, 'name': 'volunteer'}, {'id': 8627, 'name': 'stolen money'}, {'id': 9713, 'name': 'friends'}, {'id': 10051, 'name': 'heist'}, {'id': 10847, 'name': 'boston garden'}, {'id': 11148, 'name': 'police chase'}, {'id': 12392, 'name': 'best friend'}, {'id': 15363, 'name': 'bank robbery'}, {'id': 41382, 'name': 'car fire'}, {'id': 155726, 'name': 'fenway park'}]"
2688,11850,"[{'id': 582, 'name': 'san francisco, california'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1228, 'name': '1970s'}, {'id': 2833, 'name': 'psychoanalysis'}, {'id': 9714, 'name': 'remake'}, {'id': 9951, 'name': 'alien'}, {'id': 12332, 'name': 'apocalypse'}, {'id': 14909, 'name': 'alien invasion'}, {'id': 15250, 'name': 'alien infection'}, {'id': 17995, 'name': 'epidemic'}, {'id': 161294, 'name': 'biologist'}, {'id': 161891, 'name': 'doppelgänger'}]"
2689,10860,"[{'id': 531, 'name': 'southern usa'}, {'id': 2660, 'name': 'strong woman'}, {'id': 3258, 'name': 'beauty'}, {'id': 5248, 'name': 'female friendship'}, {'id': 10181, 'name': 'based on play or musical'}]"
2690,4415,"[{'id': 90, 'name': 'paris, france'}, {'id': 769, 'name': 'falsely accused'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1563, 'name': 'prisoner'}, {'id': 1936, 'name': 'blackmail'}, {'id': 4319, 'name': 'french revolution'}, {'id': 6170, 'name': 'motherly love'}, {'id': 207928, 'name': '19th century'}, {'id': 229949, 'name': 'altruism'}]"
2691,3,"[{'id': 1361, 'name': 'salesclerk'}, {'id': 1787, 'name': 'helsinki, finland'}, {'id': 3700, 'name': 'garbage'}]"
2692,577922,"[{'id': 470, 'name': 'spy'}, {'id': 782, 'name': 'assassin'}, {'id': 4110, 'name': 'mumbai (bombay), india'}, {'id': 4379, 'name': 'time travel'}, {'id': 6163, 'name': 'arms dealer'}, {'id': 11134, 'name': 'espionage'}, {'id': 13015, 'name': 'terrorism'}, {'id': 158774, 'name': 'terrorist attack'}, {'id': 160381, 'name': 'nuclear weapons'}, {'id': 161520, 'name': 'terrorist plot'}, {'id': 172266, 'name': 'backwards'}, {'id': 186760, 'name': 'alternate timeline'}, {'id': 192687, 'name': 'oslo, norway'}, {'id': 208757, 'name': 'time paradox'}, {'id': 212968, 'name': 'kiev russia'}]"
2693,56825,"[{'id': 10123, 'name': 'dark comedy'}, {'id': 161213, 'name': 'high school reunion'}, {'id': 246690, 'name': 'bullying in the workplace'}, {'id': 280227, 'name': 'ensemble cast'}]"
2694,472674,"[{'id': 242, 'name': 'new york city'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 2598, 'name': 'museum'}, {'id': 5918, 'name': 'painting'}, {'id': 14893, 'name': 'art'}, {'id': 33702, 'name': 'bombing'}, {'id': 242689, 'name': 'teenage protagonist'}]"
2695,62215,"[{'id': 236, 'name': 'suicide'}, {'id': 894, 'name': 'depression'}, {'id': 1541, 'name': 'nihilism'}, {'id': 2381, 'name': 'wedding planner'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10150, 'name': 'end of the world'}, {'id': 10329, 'name': 'wealth'}, {'id': 11327, 'name': 'wedding reception'}, {'id': 12545, 'name': 'mansion'}, {'id': 14755, 'name': 'power outage'}, {'id': 14756, 'name': 'destruction of planet'}, {'id': 241738, 'name': 'sister sister relationship'}]"
2696,20345,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 5918, 'name': 'painting'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9826, 'name': 'murder'}, {'id': 12570, 'name': 'whodunit'}, {'id': 14805, 'name': 'maniac'}, {'id': 14861, 'name': 'knifing'}, {'id': 15127, 'name': 'killer'}, {'id': 15478, 'name': 'art gallery'}, {'id': 178649, 'name': 'voyeurism'}, {'id': 184807, 'name': 'stutterer'}, {'id': 254318, 'name': 'black gloves'}, {'id': 272242, 'name': 'giallo'}]"
2697,13885,"[{'id': 718, 'name': 'confession'}, {'id': 2884, 'name': 'asylum'}, {'id': 3125, 'name': 'razor'}, {'id': 3289, 'name': 'villain'}, {'id': 4129, 'name': 'widow'}, {'id': 4344, 'name': 'musical'}, {'id': 5642, 'name': 'beggar'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 10656, 'name': 'child in peril'}, {'id': 11853, 'name': 'cane'}, {'id': 14794, 'name': 'lust'}, {'id': 14895, 'name': 'cannibal'}, {'id': 15000, 'name': 'person on fire'}, {'id': 33841, 'name': 'incest'}, {'id': 34262, 'name': 'infatuation'}, {'id': 41133, 'name': 'shaving'}, {'id': 154954, 'name': 'social injustice'}, {'id': 158192, 'name': 'barbershop'}, {'id': 160841, 'name': 'oven'}, {'id': 164484, 'name': 'beadle'}, {'id': 164494, 'name': 'uxoricide'}, {'id': 164495, 'name': 'seaman'}, {'id': 164496, 'name': 'mother figure'}, {'id': 220940, 'name': 'folktale'}]"
2698,10403,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 886, 'name': 'movie business'}, {'id': 888, 'name': 'screenwriter'}, {'id': 1849, 'name': 'homicide'}, {'id': 1936, 'name': 'blackmail'}, {'id': 12396, 'name': 'hollywood'}, {'id': 170646, 'name': 'death threat'}, {'id': 222269, 'name': 'movie mogul'}, {'id': 246610, 'name': 'movie studio'}, {'id': 254568, 'name': 'studio executive'}]"
2699,10198,"[{'id': 1946, 'name': 'restaurant'}, {'id': 2411, 'name': 'new orleans, louisiana'}, {'id': 3392, 'name': 'voodoo'}, {'id': 5091, 'name': 'kiss'}, {'id': 7376, 'name': 'princess'}, {'id': 155180, 'name': 'cajun'}, {'id': 178902, 'name': 'firefly'}, {'id': 179411, 'name': 'based on fairy tale'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 181329, 'name': 'big dreams'}, {'id': 192995, 'name': 'frog prince'}, {'id': 197935, 'name': 'charlatan'}, {'id': 207876, 'name': '1920s'}, {'id': 249692, 'name': 'magic spell'}]"
2700,8816,"[{'id': 240, 'name': 'underdog'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 1192, 'name': 'sweden'}, {'id': 6464, 'name': 'uncle'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10199, 'name': 'gay interest'}, {'id': 11004, 'name': 'rural area'}, {'id': 15162, 'name': 'dog'}, {'id': 34115, 'name': 'transsexual'}, {'id': 156928, 'name': 'tomboy'}, {'id': 208611, 'name': '1950s'}, {'id': 209476, 'name': 'boxing'}]"
2701,475215,"[{'id': 4379, 'name': 'time travel'}, {'id': 10235, 'name': 'family relationships'}, {'id': 13008, 'name': 'train'}, {'id': 163865, 'name': 'railway station'}, {'id': 210024, 'name': 'anime'}]"
2702,213121,"[{'id': 3335, 'name': 'halloween'}, {'id': 246017, 'name': 'television special'}, {'id': 263548, 'name': 'short film'}]"
2703,88284,"[{'id': 1415, 'name': 'small town'}, {'id': 1626, 'name': 'visa'}, {'id': 1776, 'name': 'stasi'}, {'id': 4320, 'name': 'lover'}, {'id': 13005, 'name': 'doctor'}, {'id': 156026, 'name': 'east germany'}, {'id': 208289, 'name': '1980s'}]"
2704,14375,"[{'id': 3882, 'name': 'gang of thieves'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 209049, 'name': 'banda della magliana'}]"
2705,842675,"[{'id': 3801, 'name': 'space travel'}, {'id': 156039, 'name': 'space station'}, {'id': 175975, 'name': 'earth in peril'}, {'id': 206959, 'name': 'global threat'}, {'id': 254147, 'name': 'giant engine'}, {'id': 254148, 'name': 'global government'}]"
2706,475946,"[{'id': 803, 'name': 'android'}, {'id': 2583, 'name': 'blackout'}, {'id': 2831, 'name': 'slavery'}, {'id': 4565, 'name': 'dystopia'}, {'id': 11005, 'name': 'prologue'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 210024, 'name': 'anime'}, {'id': 223577, 'name': 'emp'}, {'id': 233512, 'name': 'blade runner'}, {'id': 263548, 'name': 'short film'}]"
2707,374671,"[{'id': 233, 'name': 'japan'}, {'id': 395, 'name': 'gambling'}, {'id': 9914, 'name': 'slice of life'}, {'id': 10235, 'name': 'family relationships'}, {'id': 13028, 'name': 'writer'}, {'id': 14527, 'name': 'storm'}, {'id': 15160, 'name': 'divorce'}, {'id': 155790, 'name': 'private detective'}, {'id': 164039, 'name': 'grandmother'}]"
2708,70160,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 2020, 'name': 'revolution'}, {'id': 4565, 'name': 'dystopia'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 18101, 'name': 'bow and arrow'}, {'id': 18249, 'name': 'game'}, {'id': 53995, 'name': 'archery'}, {'id': 157376, 'name': 'death match'}, {'id': 238140, 'name': 'forced to kill'}, {'id': 246466, 'name': 'based on young adult novel'}]"
2709,13368,"[{'id': 380, 'name': 'sibling relationship'}, {'id': 837, 'name': 'show business'}, {'id': 4344, 'name': 'musical'}, {'id': 5923, 'name': 'sister'}, {'id': 10132, 'name': 'matchmaking'}, {'id': 160224, 'name': 'post world war ii'}, {'id': 165643, 'name': 'song and dance'}, {'id': 190180, 'name': 'floor show'}, {'id': 193015, 'name': 'ski lodge'}, {'id': 207317, 'name': 'christmas'}, {'id': 208283, 'name': 'failing business'}, {'id': 224326, 'name': 'sister act'}, {'id': 237444, 'name': 'war buddies'}, {'id': 240634, 'name': 'retired general'}]"
2710,9400,"[{'id': 641, 'name': 'single parent'}, {'id': 2492, 'name': 'bank robber'}, {'id': 4813, 'name': 'last chance'}, {'id': 10051, 'name': 'heist'}, {'id': 12670, 'name': 'los angeles, california'}]"
2711,6023,"[{'id': 697, 'name': 'loss of loved one'}, {'id': 906, 'name': 'job-hopping'}, {'id': 3344, 'name': 'letter'}, {'id': 3737, 'name': 'dying and death'}, {'id': 14985, 'name': 'ireland'}]"
2712,43294,[]
2713,934433,"[{'id': 242, 'name': 'new york city'}, {'id': 2546, 'name': 'mask'}, {'id': 2754, 'name': 'trauma'}, {'id': 3335, 'name': 'halloween'}, {'id': 3616, 'name': 'college'}, {'id': 3864, 'name': 'fake identity'}, {'id': 9663, 'name': 'sequel'}, {'id': 9748, 'name': 'revenge'}, {'id': 9780, 'name': 'public murder'}, {'id': 9826, 'name': 'murder'}, {'id': 10292, 'name': 'gore'}, {'id': 10714, 'name': 'serial killer'}, {'id': 11208, 'name': 'conspiracy theory'}, {'id': 11479, 'name': 'social commentary'}, {'id': 11734, 'name': 'police corruption'}, {'id': 12339, 'name': 'slasher'}, {'id': 12570, 'name': 'whodunit'}, {'id': 14688, 'name': 'multiple stabbings'}, {'id': 14707, 'name': 'brutality'}, {'id': 17987, 'name': 'killing spree'}, {'id': 160612, 'name': 'self-referential'}, {'id': 177695, 'name': 'crime spree'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 210281, 'name': 'sisterhood'}, {'id': 218048, 'name': 'movie fan'}, {'id': 220455, 'name': 'copycat killer'}, {'id': 234025, 'name': 'masked villain'}, {'id': 238142, 'name': 'stabbed to death'}, {'id': 241738, 'name': 'sister sister relationship'}, {'id': 272551, 'name': 'fbi agent'}]"
2714,489925,"[{'id': 704, 'name': 'adolescence'}, {'id': 10683, 'name': 'coming of age'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 13035, 'name': 'middle school'}, {'id': 40865, 'name': 'new york state'}, {'id': 176834, 'name': 'social media'}]"
2715,14168,"[{'id': 612, 'name': 'hotel'}, {'id': 1415, 'name': 'small town'}, {'id': 1859, 'name': 'arizona'}, {'id': 1899, 'name': 'hunger'}, {'id': 2752, 'name': 'ranch'}, {'id': 9503, 'name': 'outlaw'}, {'id': 10950, 'name': 'shootout'}, {'id': 12999, 'name': 'black and white'}, {'id': 13008, 'name': 'train'}, {'id': 33344, 'name': 'bandit'}, {'id': 33600, 'name': 'stagecoach'}, {'id': 156866, 'name': 'based on short story'}, {'id': 180999, 'name': 'drought'}, {'id': 207928, 'name': '19th century'}]"
2716,11951,"[{'id': 582, 'name': 'san francisco, california'}, {'id': 622, 'name': 'bet'}, {'id': 1977, 'name': 'denver, colorado'}, {'id': 6149, 'name': 'police'}, {'id': 8574, 'name': 'auto-tuning'}, {'id': 34117, 'name': 'cult film'}]"
2717,56521,"[{'id': 3394, 'name': 'identity crisis'}, {'id': 9887, 'name': 'surrealism'}, {'id': 11469, 'name': 'memory loss'}, {'id': 164186, 'name': 'character study'}, {'id': 169086, 'name': 'political satire'}, {'id': 186815, 'name': 'metaphor'}, {'id': 222165, 'name': 'water polo'}, {'id': 230255, 'name': 'fall of communism'}, {'id': 240237, 'name': 'mother son relationship'}, {'id': 278183, 'name': 'psychanalyse'}]"
