,genres,id
2376,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9833
2377,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",830
2378,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",518671
2379,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",453278
2380,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11816
2381,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",11072
2382,"[{'id': 35, 'name': 'Comedy'}]",9090
2383,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",362045
2384,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",185008
2385,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",12614
2386,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",424488
2387,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",245168
2388,"[{'id': 18, 'name': 'Drama'}]",27094
2389,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",19908
2390,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1818
2391,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",509
2392,"[{'id': 18, 'name': 'Drama'}]",787428
2393,"[{'id': 18, 'name': 'Drama'}]",11197
2394,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",451
2395,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",258230
2396,"[{'id': 18, 'name': 'Drama'}]",15774
2397,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",11450
2398,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",663870
2399,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",651881
2400,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",449924
2401,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",375315
2402,"[{'id': 18, 'name': 'Drama'}]",60308
2403,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",11663
2404,"[{'id': 18, 'name': 'Drama'}]",809140
2405,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",363579
2406,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",297270
2407,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",25846
2408,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",15600
2409,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",15152
2410,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10770, 'name': 'TV Movie'}]",12900
2411,"[{'id': 18, 'name': 'Drama'}]",1367
2412,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",1010823
2413,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",50646
2414,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",20246
2415,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",10139
2416,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",323677
2417,"[{'id': 35, 'name': 'Comedy'}]",14646
2418,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",13597
2419,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",10360
2420,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10009
2421,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8424
2422,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",435577
2423,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",187022
2424,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",64956
2425,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10421
2426,"[{'id': 18, 'name': 'Drama'}]",9609
2427,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5506
2428,"[{'id': 53, 'name': 'Thriller'}]",1598
2429,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",558
2430,"[{'id': 53, 'name': 'Thriller'}]",985939
2431,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",807196
2432,"[{'id': 18, 'name': 'Drama'}]",409502
2433,"[{'id': 18, 'name': 'Drama'}]",209274
2434,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",152603
2435,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",19178
2436,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",14202
2437,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",12162
2438,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",502425
2439,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",16907
2440,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",112949
2441,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",51497
2442,"[{'id': 18, 'name': 'Drama'}]",45958
2443,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",9474
2444,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",381707
2445,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9560
2446,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8374
2447,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",796185
2448,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",518896
2449,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",408537
2450,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",16905
2451,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",16227
2452,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",9473
2453,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",2270
2454,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1572
2455,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",417678
2456,"[{'id': 18, 'name': 'Drama'}]",129112
2457,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",9078
2458,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8923
2459,"[{'id': 18, 'name': 'Drama'}]",317557
2460,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",250480
2461,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",18947
2462,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",258
2463,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",536554
2464,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",500006
2465,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",399055
2466,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",109445
2467,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",17111
2468,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",11929
2469,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",9837
2470,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3543
2471,"[{'id': 18, 'name': 'Drama'}]",2525
2472,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",220289
2473,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",198277
2474,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",25205
2475,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",23566
2476,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",10452
2477,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2759
2478,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",809
2479,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",13933
2480,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",12554
2481,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",785539
2482,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",10501
2483,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2657
2484,"[{'id': 35, 'name': 'Comedy'}]",1888
2485,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",346364
2486,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",156022
2487,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",70670
2488,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",13688
2489,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11986
2490,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11143
2491,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",10299
2492,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3086
2493,"[{'id': 18, 'name': 'Drama'}]",581734
2494,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",560050
2495,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",345920
2496,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",335360
2497,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",40180
2498,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",11647
2499,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10086
2500,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",979
2501,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",611698
2502,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",467909
2503,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",35690
2504,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",246
2505,"[{'id': 18, 'name': 'Drama'}]",612368
2506,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",571785
2507,"[{'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",512895
2508,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17905
2509,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",16136
2510,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",14320
2511,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",8844
2512,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",285
2513,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",830784
2514,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",428836
2515,"[{'id': 18, 'name': 'Drama'}]",338189
2516,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",168259
2517,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",34433
2518,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",21641
2519,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",2277
2520,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",653851
2521,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",616251
2522,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",591274
2523,"[{'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",393624
2524,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",340
2525,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",454983
2526,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",297762
2527,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",9502
2528,"[{'id': 18, 'name': 'Drama'}]",43920
2529,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",12622
2530,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6537
2531,"[{'id': 18, 'name': 'Drama'}]",537681
2532,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",364689
2533,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",72570
2534,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",37136
2535,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",8393
2536,"[{'id': 18, 'name': 'Drama'}]",1254
2537,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",465136
2538,"[{'id': 35, 'name': 'Comedy'}]",449674
2539,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",436343
2540,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 36, 'name': 'History'}]",434245
2541,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10149
2542,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",765245
2543,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",79707
2544,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",76543
2545,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",57447
2546,"[{'id': 18, 'name': 'Drama'}]",43266
2547,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",10705
2548,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",446696
2549,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",43361
2550,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16085
2551,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",14003
2552,"[{'id': 35, 'name': 'Comedy'}]",8363
2553,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",227
2554,"[{'id': 35, 'name': 'Comedy'}]",17159
2555,"[{'id': 18, 'name': 'Drama'}]",15487
2556,"[{'id': 35, 'name': 'Comedy'}]",12598
2557,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",927855
2558,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",211387
2559,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",38684
2560,"[{'id': 35, 'name': 'Comedy'}]",2609
2561,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",504
2562,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",348657
2563,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",859
2564,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",37724
2565,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",20352
2566,"[{'id': 18, 'name': 'Drama'}]",1640
2567,"[{'id': 18, 'name': 'Drama'}]",403
2568,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",436391
2569,"[{'id': 35, 'name': 'Comedy'}]",67884
2570,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",39108
2571,"[{'id': 18, 'name': 'Drama'}]",10397
2572,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",5902
2573,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",549053
2574,"[{'id': 18, 'name': 'Drama'}]",329819
2575,"[{'id': 18, 'name': 'Drama'}]",2567
2576,"[{'id': 35, 'name': 'Comedy'}]",761
2577,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",28118
2578,"[{'id': 18, 'name': 'Drama'}]",11489
2579,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6037
2580,"[{'id': 18, 'name': 'Drama'}]",2014
2581,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1878
2582,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1716
2583,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",844
2584,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",583903
2585,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",499932
2586,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",420622
2587,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",374205
2588,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",296098
2589,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",244403
2590,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",10693
2591,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11035
2592,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",256
2593,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",34134
2594,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10559
2595,"[{'id': 53, 'name': 'Thriller'}]",10518
2596,"[{'id': 18, 'name': 'Drama'}]",401104
2597,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",399579
2598,"[{'id': 18, 'name': 'Drama'}]",11832
2599,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",774752
2600,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",64131
2601,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",15196
2602,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2654
2603,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",324849
2604,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",56831
2605,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",42979
2606,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1278
2607,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",695
2608,"[{'id': 18, 'name': 'Drama'}]",515916
2609,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",287495
2610,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",241863
2611,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",36728
2612,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",16563
2613,"[{'id': 18, 'name': 'Drama'}]",14163
2614,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",407655
2615,"[{'id': 27, 'name': 'Horror'}]",28043
2616,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",20482
2617,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",15359
2618,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2576
2619,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",268
2620,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",361380
